date,close
2019-09-01,40.89955
2019-10-01,42.87444
2019-11-01,43.80424
2019-12-01,46.10787
2020-01-01,43.72277
2020-02-01,39.16068
2020-03-01,30.46941
2020-04-01,34.2323
2020-05-01,36.52166
2020-06-01,37.239
2020-07-01,37.80043
2020-08-01,40.44001
2020-09-01,39.61043
2020-10-01,38.39539
2020-11-01,44.56278
2020-12-01,48.40725
2021-01-01,48.093638
2021-02-01,50.78905
2021-03-01,52.72161
2021-04-01,54.83217
2021-05-01,56.66302
2021-06-01,55.38617
2021-07-01,55.891
2021-08-01,56.70387
2021-09-01,55.28349
2021-10-01,56.7381
2021-11-01,53.10159
2021-12-01,56.038289
2022-01-01,54.23256
2022-02-01,54.076296
2022-03-01,54.32806
2022-04-01,51.48056
2022-05-01,52.24452
2022-06-01,46.64199
2022-07-01,49.4886
2022-08-01,47.013286
2022-09-01,41.99193
2022-10-01,44.35232
2022-11-01,50.036703
2022-12-01,49.58752
2023-01-01,53.69966
2023-02-01,52.46333
2023-03-01,52.39166
2023-04-01,53.47569
2023-05-01,50.23257
2023-06-01,52.57382
2023-07-01,55.63362
2023-08-01,54.053483
2023-09-01,52.83869
2023-10-01,51.071317
2023-11-01,54.45537
2023-12-01,57.90764
2024-01-01,56.8327
2024-02-01,57.74084
2024-03-01,61.030519
2024-04-01,59.75172
2024-05-01,63.26379
2024-06-01,61.27403
2024-07-01,64.13255
2024-08-01,65.23633
2024-09-01,66.6703
2024-10-01,63.22688
2024-11-01,63.75519
2024-12-01,62.87087
2025-01-01,64.31995
2025-02-01,65.18941
2025-03-01,67.37268
2025-04-01,70.058317
2025-05-01,74.75335
2025-06-01,78.0044427
2025-07-01,78.73253
2025-08-01,84.39986
2025-09-01,87.59757
2025-10-01,87.77468
2025-11-01,91.19869
2025-12-01,93.85909
2026-01-01,101.00065627
2026-02-01,109.96006
2026-03-01,99.86
2026-04-01,100.75
