date,close
2004-09-01,20.44866
2004-10-01,21.60843
2004-11-01,22.46301
2004-12-01,23.43427
2005-01-01,21.42857
2005-02-01,22.10819
2005-03-01,21.64179
2005-04-01,22.89052
2005-05-01,23.69655
2005-06-01,24.78302
2005-07-01,26.55203
2005-08-01,25.47542
2005-09-01,25.81261
2005-10-01,25.069615
2005-11-01,26.11151
2005-12-01,25.90833
2006-01-01,27.86146
2006-02-01,28.3791
2006-03-01,29.71619
2006-04-01,28.70553
2006-05-01,27.93112
2006-06-01,29.31352
2006-07-01,30.45422
2006-08-01,31.51534
2006-09-01,32.13208
2006-10-01,34.06893
2006-11-01,35.69785
2006-12-01,34.86669
2007-01-01,37.92772
2007-02-01,36.90436
2007-03-01,36.13743
2007-04-01,36.091884
2007-05-01,35.95526
2007-06-01,32.7115
2007-07-01,30.0097461
2007-08-01,32.033759
2007-09-01,33.28509
2007-10-01,33.98377
2007-11-01,30.76519
2007-12-01,29.092197
2008-01-01,28.86499
2008-02-01,27.94669
2008-03-01,29.75738
2008-04-01,31.65568
2008-05-01,31.5889
2008-06-01,28.23072
2008-07-01,29.11021
2008-08-01,29.80124
2008-09-01,29.75943
2008-10-01,20.31766
2008-11-01,15.70202
2008-12-01,18.31313
2009-01-01,15.10268
2009-02-01,12.0027618
2009-03-01,12.43516
2009-04-01,16.25073
2009-05-01,16.67582
2009-06-01,16.13848
2009-07-01,17.8767
2009-08-01,20.43721
2009-09-01,21.78251
2009-10-01,20.81031
2009-11-01,22.17664
2009-12-01,23.81092
2010-01-01,22.49637
2010-02-01,23.75237
2010-03-01,26.17052
2010-04-01,28.041757
2010-05-01,26.54584
2010-06-01,25.15999
2010-07-01,27.5737
2010-08-01,27.22193
2010-09-01,28.43668
2010-10-01,29.78535
2010-11-01,29.23387
2010-12-01,30.56063
2011-01-01,31.55411
2011-02-01,33.038815
2011-03-01,32.50497
2011-04-01,34.37288
2011-05-01,34.84542
2011-06-01,33.69337
2011-07-01,34.22036
2011-08-01,32.29742
2011-09-01,28.79309
2011-10-01,32.90801
2011-11-01,31.65712
2011-12-01,33.18861
2012-01-01,35.30582
2012-02-01,34.89954
2012-03-01,36.71204
2012-04-01,37.76178
2012-05-01,36.060281
2012-06-01,38.047206
2012-07-01,38.80896
2012-08-01,38.80315
2012-09-01,38.077801
2012-10-01,37.73201
2012-11-01,37.63238
2012-12-01,39.027696
2013-01-01,40.48679
2013-02-01,40.97908
2013-03-01,42.15359
2013-04-01,44.99252
2013-05-01,42.30301
2013-06-01,41.46089
2013-07-01,41.83495
2013-08-01,38.91483
2013-09-01,40.26647
2013-10-01,42.086802
2013-11-01,39.87684
2013-12-01,39.90804
2014-01-01,41.61415
2014-02-01,43.72206
2014-03-01,43.93746
2014-04-01,45.38088
2014-05-01,46.46968
2014-06-01,46.99271
2014-07-01,47.030384
2014-08-01,48.46202
2014-09-01,45.53077
2014-10-01,50.055331
2014-11-01,51.056566
2014-12-01,52.01924
2015-01-01,55.58352
2015-02-01,53.54129
2015-03-01,54.46664
2015-04-01,51.28172
2015-05-01,51.12668
2015-06-01,48.73488
2015-07-01,51.54713
2015-08-01,48.30423
2015-09-01,49.77733
2015-10-01,52.64378
2015-11-01,52.3143
2015-12-01,53.26206
2016-01-01,51.43165
2016-02-01,51.24461
2016-03-01,56.60063
2016-04-01,55.27004
2016-05-01,56.51282
2016-06-01,60.42348
2016-07-01,62.99933
2016-08-01,60.62792
2016-09-01,59.51407
2016-10-01,56.097196
2016-11-01,55.15721
2016-12-01,57.78975
2017-01-01,57.67772
2017-02-01,59.70137
2017-03-01,58.25134
2017-04-01,58.39241
2017-05-01,57.96922
2017-06-01,59.25815
2017-07-01,59.99149
2017-08-01,59.83486
2017-09-01,59.76042
2017-10-01,59.12031
2017-11-01,60.69541
2017-12-01,60.59155
2018-01-01,58.013955
2018-02-01,53.55977
2018-03-01,55.63864
2018-04-01,56.095719
2018-05-01,58.15996
2018-06-01,60.59868
2018-07-01,60.96325
2018-08-01,62.53308
2018-09-01,60.85513
2018-10-01,59.075036
2018-11-01,61.8357
2018-12-01,56.91093
2019-01-01,63.65751
2019-02-01,64.10016
2019-03-01,66.79947
2019-04-01,66.69186
2019-05-01,66.7841
2019-06-01,67.81628
2019-07-01,68.97242
2019-08-01,71.55626
2019-09-01,72.9306
2019-10-01,73.75181
2019-11-01,72.78983
2019-12-01,73.34123
2020-01-01,74.24229
2020-02-01,69.025647
2020-03-01,55.63691
2020-04-01,60.62313
2020-05-01,61.67454
2020-06-01,63.16369
2020-07-01,65.46406
2020-08-01,65.75362
2020-09-01,63.99804
2020-10-01,62.077124
2020-11-01,68.083022
2020-12-01,69.92667
2021-01-01,69.95137
2021-02-01,72.3473
2021-03-01,76.072417
2021-04-01,82.051547
2021-05-01,82.71405
2021-06-01,84.89151
2021-07-01,88.64445
2021-08-01,90.55428
2021-09-01,85.40622
2021-10-01,91.49828
2021-11-01,89.56828
2021-12-01,98.253
2022-01-01,89.97844
2022-02-01,86.84478
2022-03-01,92.28167
2022-04-01,88.50934
2022-05-01,84.36232
2022-06-01,78.074705
2022-07-01,84.80159
2022-08-01,79.70287
2022-09-01,69.43642
2022-10-01,71.87021
2022-11-01,76.28739
2022-12-01,72.43232
