date,close
2004-01-01,40.60953
2004-02-01,39.095358
2004-03-01,38.085911
2004-04-01,36.017374
2004-05-01,37.78804
2004-06-01,38.54926
2004-07-01,35.28097
2004-08-01,33.65924
2004-09-01,34.51975
2004-10-01,36.36489
2004-11-01,38.42515
2004-12-01,39.44023
2005-01-01,37.076836
2005-02-01,37.28636
2005-03-01,36.41475
2005-04-01,34.78048
2005-05-01,37.79759
2005-06-01,37.21093
2005-07-01,39.42347
2005-08-01,39.1888
2005-09-01,39.46537
2005-10-01,38.66081
2005-11-01,41.38459
2005-12-01,40.62165
2006-01-01,42.25894
2006-02-01,41.78875
2006-03-01,42.77112
2006-04-01,42.41008
2006-05-01,39.25304
2006-06-01,38.81643
2006-07-01,37.22112
2006-08-01,40.042299
2006-09-01,41.52006
2006-10-01,43.17415
2006-11-01,44.6771
2006-12-01,44.2182
2007-01-01,44.90004
2007-02-01,43.90675
2007-03-01,44.091937
2007-04-01,46.29737
2007-05-01,48.22503
2007-06-01,48.50281
2007-07-01,47.87148
2007-08-01,49.25199
2007-09-01,51.011288
2007-10-01,54.46255
2007-11-01,50.11901
2007-12-01,50.75249
2008-01-01,44.058095
2008-02-01,42.75805
2008-03-01,42.91844
2008-04-01,45.99973
2008-05-01,48.92905
2008-06-01,44.53928
2008-07-01,43.95679
2008-08-01,45.11333
2008-09-01,39.17026
2008-10-01,32.13818
2008-11-01,28.39844
2008-12-01,29.016403
2009-01-01,28.036409
2009-02-01,26.90302
2009-03-01,30.021964
2009-04-01,33.90786
2009-05-01,34.7856
2009-06-01,36.28542
2009-07-01,39.64297
2009-08-01,40.64001
2009-09-01,42.52331
2009-10-01,42.020526
2009-11-01,44.21912
2009-12-01,46.97395
2010-01-01,43.13008
2010-02-01,45.07342
2010-03-01,48.095436
2010-04-01,49.15699
2010-05-01,45.22752
2010-06-01,42.34247
2010-07-01,45.39017
2010-08-01,42.2483
2010-09-01,47.5989
2010-10-01,50.6466
2010-11-01,50.16718
2010-12-01,52.9741
2011-01-01,55.057926
2011-02-01,56.40122
2011-03-01,55.30765
2011-04-01,56.99538
2011-05-01,55.96207
2011-06-01,54.54988
2011-07-01,54.47239
2011-08-01,50.97637
2011-09-01,48.87532
2011-10-01,54.8771
